fdc_id,measure_unit_id,amount,gram_weight
167825,9999,3.0,85.0
167825,9999,1.0,830.0
167826,9999,3.0,85.0
167826,9999,1.0,187.0
167827,9999,3.0,85.0
167827,9999,1.0,157.0
167828,9999,3.0,85.0
167828,9999,1.0,900.0
167829,9999,4.0,113.0
167829,9999,1.0,178.0
167830,9999,3.0,85.0
167830,9999,1.0,187.0
167831,9999,1.0,112.0
167831,9999,3.0,85.0
167832,9999,3.0,85.0
167832,9999,1.0,783.0
167833,9999,4.0,113.0
167833,9999,1.0,86.0
167834,9999,3.0,85.0
167834,9999,1.0,180.0
167835,9999,3.0,85.0
167835,9999,1.0,195.0
167836,9999,3.0,85.0
167836,9999,1.0,1046.0
167837,9999,4.0,113.0
167837,9999,1.0,453.6
167837,9999,1.0,1217.0
167838,9999,3.0,85.0
167838,9999,1.0,180.0
167839,9999,4.0,113.0
167839,9999,1.0,185.0
167840,9999,1.0,135.0
167841,9999,1.0,145.0
167841,9999,3.0,85.0
167842,9999,3.0,85.0
167842,9999,1.0,848.0
167843,9999,4.0,113.0
167843,9999,1.0,453.6
167844,9999,1.0,135.0
167844,9999,3.0,85.0
167845,9999,1.0,28.35
167845,9999,1.0,453.6
167846,9999,1.0,135.0
167846,9999,3.0,85.0
167847,9999,3.0,85.0
167847,9999,1.0,2252.0
167848,9999,3.0,85.0
167848,9999,1.0,191.0
167849,9999,4.0,113.0
167849,9999,1.0,288.0
167849,9999,1.0,453.6
167850,9999,3.0,85.0
167850,9999,1.0,185.0
167851,9999,3.0,85.0
167851,9999,1.0,169.0
167852,9999,3.0,85.0
167852,9999,1.0,238.0
167853,9999,4.0,113.0
167854,9999,3.0,85.0
167854,9999,1.0,177.0
167855,9999,3.0,85.0
167855,9999,1.0,231.0
167856,9999,3.0,85.0
167857,9999,1.0,28.35
167857,9999,1.0,113.0
167858,9999,1.0,111.0
167858,9999,1.0,422.0
167859,9999,4.0,113.0
167860,9999,1.0,140.0
167860,9999,3.0,85.0
167861,9999,1.0,28.35
167861,9999,4.0,113.0
167862,9999,1.0,28.35
167862,9999,4.0,113.0
167863,9999,3.0,85.0
167864,9999,1.0,28.35
167864,9999,1.0,453.6
167865,9999,1.0,28.35
167865,9999,4.0,113.0
167866,9999,3.0,85.0
167867,9999,1.0,28.35
