fdc_id,measure_unit_id,amount,gram_weight
168853,9999,1.0,198.0
168854,9999,1.0,28.35
168854,9999,0.5,18.0
168855,9999,1.0,9.0
168855,9999,2.0,18.0
168856,9999,1.0,28.35
168856,9999,2.0,57.0
168857,9999,1.0,9.0
168857,9999,2.0,18.0
168858,9999,1.0,28.35
168858,9999,1.0,170.0
168859,9999,1.0,28.35
168860,9999,1.0,28.35
168862,9999,1.0,37.0
168862,9999,1.0,37.0
168862,9999,1.0,38.0
168863,9999,1.0,28.35
168864,9999,1.0,28.35
168865,9999,1.0,28.35
168865,9999,10.0,23.0
168866,9999,1.0,99.0
168866,9999,1.0,25.0
168867,9999,1.0,157.0
168868,9999,1.0,122.0
168869,9999,1.0,170.0
168870,9999,1.0,138.0
168871,9999,1.0,174.0
168872,9999,1.0,94.0
168873,9999,1.0,219.0
168874,9999,1.0,170.0
168875,9999,1.0,195.0
168876,9999,0.25,48.0
168877,9999,1.0,185.0
168878,9999,1.0,158.0
168879,9999,1.0,195.0
168880,9999,1.0,186.0
168881,9999,1.0,200.0
168882,9999,1.0,186.0
168883,9999,1.0,185.0
168884,9999,1.0,169.0
168885,9999,1.0,128.0
168886,9999,1.0,102.0
168887,9999,1.0,102.0
168888,9999,1.0,130.0
168889,9999,1.0,192.0
168890,9999,1.0,192.0
168891,9999,1.0,168.0
168892,9999,1.0,115.0
168893,9999,1.0,120.0
168894,9999,1.0,125.0
168895,9999,1.0,125.0
168896,9999,1.0,137.0
168897,9999,1.0,164.0
168898,9999,1.0,158.0
168899,9999,1.0,105.0
168899,9999,2.0,57.0
168900,9999,1.0,140.0
168901,9999,2.0,57.0
168902,9999,2.0,57.0
168903,9999,1.0,84.0
168903,9999,2.0,57.0
168904,9999,1.0,134.0
168905,9999,0.5,28.0
168905,9999,1.5,43.0
168906,9999,2.0,57.0
168907,9999,1.0,114.0
168908,9999,2.0,57.0
168909,9999,1.0,176.0
168910,9999,1.0,117.0
168910,9999,1.0,151.0
168910,9999,1.0,117.0
168910,9999,1.0,97.0
168910,9999,1.0,105.0
168910,9999,1.0,116.0
168910,9999,1.0,107.0
168910,9999,1.0,107.0
168911,9999,2.0,57.0
168912,9999,1.0,140.0
168913,9999,1.0,137.0
168914,9999,1.0,176.0
168915,9999,1.0,91.0
168915,9999,1.0,122.0
168915,9999,1.0,95.0
168915,9999,1.0,81.0
168915,9999,1.0,96.0
168915,9999,1.0,64.0
168915,9999,1.0,90.0
168916,9999,1.0,116.0
168916,9999,1.0,151.0
168916,9999,1.0,117.0
168916,9999,1.0,107.0
168916,9999,1.0,97.0
168916,9999,1.0,105.0
168916,9999,1.0,116.0
168916,9999,1.0,107.0
168917,9999,1.0,185.0
168918,9999,1.0,252.0
168919,9999,1.0,160.0
168920,9999,1.0,166.0
168921,9999,1.0,6.9
168922,9999,1.0,157.0
168923,9999,1.0,122.0
168924,9999,1.0,170.0
168925,9999,1.0,138.0
168926,9999,1.0,160.0
168927,9999,1.0,91.0
168927,9999,2.0,57.0
168927,9999,1.0,122.0
168927,9999,1.0,95.0
168927,9999,1.0,81.0
168927,9999,1.0,96.0
168927,9999,1.0,64.0
168927,9999,1.0,90.0
168928,9999,1.0,124.0
168928,9999,1.0,151.0
168928,9999,1.0,120.0
168928,9999,1.0,132.0
168928,9999,1.0,107.0
168928,9999,1.0,107.0
168928,9999,1.0,107.0
168928,9999,1.0,105.0
168928,9999,1.0,116.0
168929,9999,1.0,157.0
168930,9999,1.0,186.0
168931,9999,1.0,200.0
168932,9999,1.0,205.0
168933,9999,1.0,167.0
168934,9999,1.0,140.0
168935,9999,1.0,158.0
168936,9999,1.0,125.0
168937,9999,2.0,57.0
168943,9999,1.0,121.0
168945,9999,3.0,85.0
168946,9999,3.0,85.0
168947,9999,3.0,85.0
168948,9999,3.0,85.0
168949,9999,0.33,61.0
168949,9999,1.0,9.0
168950,9999,1.0,247.0
168951,9999,0.33,68.0
168951,9999,1.0,9.6
168952,9999,1.0,238.0
168953,9999,1.0,123.0
168953,9999,1.0,51.0
168954,9999,1.0,122.0
168954,9999,1.0,44.0
168955,9999,1.0,141.0
168955,9999,1.0,79.0
168956,9999,1.0,57.0
168957,9999,1.0,80.0
168958,9999,1.0,117.0
168958,9999,1.0,42.0
168959,9999,0.5,70.0
168959,9999,0.33,56.0
168959,9999,1.0,8.8
168960,9999,1.0,237.0
168961,9999,1.0,133.0
168962,9999,1.0,127.0
168963,9999,1.0,127.0
168964,9999,1.0,191.0
168965,9999,1.0,63.0
168966,9999,1.0,8.7
168967,9999,1.0,8.7
168968,9999,1.0,31.4
168969,9999,1.0,31.4
168970,9999,1.0,9.0
168971,9999,1.0,9.6
168972,9999,1.0,9.4
168973,9999,1.0,9.4
168974,9999,1.0,30.4
168974,9999,5.0,152.0
168975,9999,4.0,18.0
168982,9999,1.0,157.0
168994,9999,1.0,19.0
168995,9999,1.0,0.9
168996,9999,1.0,14.0
168997,9999,1.0,130.0
168998,9999,1.0,127.0
168999,9999,1.0,154.0
169004,9999,1.0,28.0
169004,9999,1.0,19.0
169005,9999,1.0,28.35
169006,9999,8.0,227.0
169007,9999,4.0,113.0
169008,9999,1.0,206.0
169009,9999,1.0,164.0
169010,9999,1.0,124.0
169010,9999,1.0,180.0
169011,9999,1.0,32.0
169011,9999,1.0,289.0
169012,9999,1.0,35.0
169012,9999,1.0,99.0
169013,9999,1.0,41.0
169013,9999,1.0,141.0
169014,9999,1.0,176.0
169015,9999,1.0,245.0
169015,9999,1.0,31.0
169016,9999,1.0,166.0
169017,9999,1.0,250.0
169018,9999,1.0,136.0
169018,9999,1.0,182.0
169019,9999,1.0,225.0
169020,9999,1.0,76.0
169021,9999,1.0,261.0
169022,9999,1.0,194.0
169023,9999,1.0,91.0
169024,9999,1.0,201.0
169025,9999,1.0,124.0
169025,9999,1.0,94.0
169026,9999,1.0,108.0
169027,9999,1.0,259.0
169028,9999,1.0,136.0
169028,9999,1.0,182.0
169029,9999,1.0,134.0
169029,9999,1.0,565.0
169030,9999,1.0,437.0
169031,9999,1.0,114.0
169032,9999,1.0,135.0
169033,9999,1.0,510.0
169034,9999,1.0,203.0
169035,9999,1.0,205.0
169035,9999,1.0,194.0
169035,9999,3.0,279.0
169036,9999,1.0,365.0
169037,9999,1.0,454.0
169038,9999,1.0,427.0
169039,9999,0.75,30.0
169040,9999,2.0,35.0
169040,9999,1.0,57.0
169041,9999,0.75,55.0
169042,9999,1.0,30.8
169042,9999,1.0,246.0
169043,9999,1.0,30.8
169043,9999,1.0,246.0
169044,9999,1.0,249.0
169044,9999,1.0,31.1
169044,9999,1.0,263.0
169045,9999,1.0,28.35
169046,9999,1.0,34.0
169046,9999,10.0,12.0
169047,9999,1.0,1.7
169048,9999,1.0,3.7
169049,9999,1.0,14.0
169049,9999,1.0,113.0
169050,9999,1.0,113.0
169050,9999,1.0,18.0
169050,9999,1.0,28.0
169051,9999,1.0,113.0
169052,9999,1.0,14.0
169053,9999,1.0,14.0
169054,9999,1.0,16.0
169054,9999,1.0,113.0
169054,9999,1.0,113.0
169054,9999,1.0,113.0
169055,9999,1.0,14.7
169055,9999,1.0,235.0
169055,9999,1.0,30.0
169056,9999,1.0,19.0
169056,9999,1.0,289.0
169057,9999,1.0,15.0
169057,9999,1.0,245.0
169058,9999,1.0,224.0
169058,9999,1.0,14.0
169059,9999,1.0,14.0
169060,9999,1.0,14.0
169061,9999,1.0,182.0
169061,9999,1.0,5.0
169062,9999,1.0,85.0
169062,9999,1.0,264.0
169063,9999,1.0,43.0
169064,9999,1.0,143.0
169064,9999,1.0,115.0
169064,9999,1.0,62.0
169065,9999,1.0,253.0
169066,9999,1.0,14.0
169067,9999,1.0,144.0
169068,9999,1.0,85.0
169069,9999,1.0,15.0
169070,9999,1.0,4.9
169070,9999,1.0,29.0
169071,9999,1.0,29.5
169071,9999,1.0,148.0
169072,9999,1.0,1.0
169072,9999,1.0,0.8
169073,9999,1.0,7.4
169073,9999,1.0,37.0
169074,9999,1.0,245.0
169075,9999,0.67,55.0
169076,9999,1.0,122.0
169077,9999,1.0,55.0
169078,9999,4.0,113.0
169078,9999,1.0,226.0
169079,9999,1.0,15.0
169079,9999,1.0,240.0
169079,9999,1.0,10.0
169080,9999,1.0,140.0
169080,9999,1.0,113.0
169080,9999,1.0,18.0
169080,9999,1.0,21.0
169081,9999,1.0,28.35
169081,9999,1.0,240.0
169082,9999,1.0,22.0
169083,9999,1.0,225.0
169084,9999,1.0,180.0
169085,9999,1.0,182.0
169086,9999,1.0,190.0
169086,9999,1.0,9.6
169087,9999,1.0,2.5
169088,9999,1.0,147.0
169089,9999,1.0,3.2
169090,9999,1.0,196.0
169090,9999,1.0,216.0
169092,9999,1.0,177.0
169092,9999,1.0,160.0
169092,9999,1.0,156.0
169092,9999,1.0,814.0
169092,9999,1.0,102.0
169092,9999,1.0,552.0
169092,9999,1.0,69.0
169092,9999,1.0,441.0
169092,9999,1.0,55.0
169092,9999,10.0,138.0
169092,9999,1.0,134.0
169093,9999,1.0,170.0
169093,9999,1.0,1640.0
169093,9999,0.1,164.0
169094,9999,1.0,8.4
169094,9999,1.0,4.4
169094,9999,1.0,3.2
169095,9999,1.0,15.0
169095,9999,1.0,8.3
169096,9999,1.0,2.7
169097,9999,1.0,180.0
169097,9999,1.0,184.0
169097,9999,1.0,96.0
169097,9999,1.0,131.0
169098,9999,1.0,248.0
169098,9999,1.0,31.0
169098,9999,1.0,86.0
169099,9999,1.0,249.0
169099,9999,1.0,31.1
169099,9999,1.0,263.0
169100,9999,1.0,249.0
169100,9999,1.0,31.1
169101,9999,1.0,249.0
169101,9999,1.0,31.1
169102,9999,1.0,249.0
169102,9999,1.0,31.1
169103,9999,1.0,6.0
169103,9999,1.0,2.0
169104,9999,1.0,247.0
169104,9999,1.0,30.9
169105,9999,1.0,195.0
169105,9999,1.0,76.0
169105,9999,1.0,88.0
169105,9999,1.0,120.0
169105,9999,1.0,109.0
169106,9999,1.0,249.0
169107,9999,1.0,250.0
169107,9999,1.0,31.2
169108,9999,1.0,236.0
169108,9999,1.0,18.0
169109,9999,1.0,247.0
169109,9999,1.0,30.9
169110,9999,1.0,247.0
169110,9999,1.0,30.9
169111,9999,1.0,251.0
169111,9999,1.0,98.0
169112,9999,1.0,262.0
169112,9999,1.0,98.0
169113,9999,1.0,262.0
169114,9999,1.0,242.0
169115,9999,1.0,270.0
169116,9999,1.0,250.0
169116,9999,10.0,155.0
169116,9999,1.0,284.0
169117,9999,1.0,258.0
169118,9999,1.0,140.0
169118,9999,1.0,161.0
169118,9999,1.0,148.0
169118,9999,1.0,178.0
169118,9999,1.0,230.0
169118,9999,1.0,166.0
169119,9999,1.0,244.0
169119,9999,1.0,76.0
169120,9999,1.0,266.0
169120,9999,1.0,79.0
169121,9999,1.0,180.0
169121,9999,1.0,18.0
169121,9999,10.0,175.0
169122,9999,1.0,255.0
169123,9999,1.0,280.0
169124,9999,1.0,165.0
169124,9999,1.0,905.0
169124,9999,1.0,166.0
169124,9999,1.0,84.0
169124,9999,1.0,56.0
169125,9999,1.0,246.0
169125,9999,1.0,47.0
169126,9999,1.0,249.0
169126,9999,1.0,47.0
169127,9999,1.0,252.0
169127,9999,1.0,48.0
169128,9999,1.0,250.0
169128,9999,1.0,31.2
169129,9999,1.0,173.0
169129,9999,1.0,7.0
169130,9999,1.0,270.0
169130,9999,1.0,148.0
169131,9999,1.0,139.0
169131,9999,10.0,105.0
169132,9999,1.0,258.0
169132,9999,1.0,46.0
169133,9999,1.0,261.0
169134,9999,0.5,87.0
169134,9999,1.0,282.0
169135,9999,1.0,170.0
169136,9999,0.5,124.0
169136,9999,1.0,454.0
169137,9999,1.0,124.0
169138,9999,1.0,124.0
169139,9999,1.0,104.0
169141,9999,1.0,125.0
169142,9999,1.0,240.0
169142,9999,1.0,423.0
169143,9999,1.0,135.0
169143,9999,10.0,62.0
169143,9999,1.0,262.0
169144,9999,0.5,114.0
169144,9999,1.0,439.0
169145,9999,1.0,136.0
169145,9999,1.0,82.0
169146,9999,0.5,85.0
169146,9999,2.0,100.0
169147,9999,1.0,246.0
169148,9999,3.0,85.0
169148,9999,1.0,1867.0
169149,9999,3.0,85.0
169150,9999,3.0,85.0
169150,9999,1.0,3204.0
169151,9999,3.0,85.0
169152,9999,3.0,85.0
169152,9999,1.0,453.6
169153,9999,3.0,85.0
169154,9999,3.0,85.0
169155,9999,3.0,85.0
169156,9999,3.0,85.0
169157,9999,3.0,117.0
169158,9999,3.0,85.0
169158,9999,1.0,366.0
169159,9999,3.0,85.0
169159,9999,1.0,453.6
169160,9999,3.0,85.0
169160,9999,1.0,453.6
169161,9999,3.0,85.0
169161,9999,1.0,453.6
169162,9999,3.0,85.0
169162,9999,1.0,453.6
169163,9999,3.0,85.0
169163,9999,1.0,453.6
169164,9999,3.0,85.0
169164,9999,1.0,2970.0
169165,9999,3.0,85.0
169165,9999,1.0,3054.0
169166,9999,3.0,85.0
169166,9999,1.0,436.0
169167,9999,3.0,85.0
169167,9999,1.0,189.0
169168,9999,3.0,85.0
169168,9999,1.0,136.0
169169,9999,3.0,85.0
169169,9999,1.0,1995.0
169170,9999,3.0,85.0
169170,9999,1.0,2673.0
169171,9999,3.0,85.0
169171,9999,1.0,3170.0
169172,9999,3.0,85.0
169172,9999,1.0,445.0
169173,9999,3.0,85.0
169173,9999,1.0,2874.0
169174,9999,3.0,85.0
169174,9999,1.0,453.6
169175,9999,3.0,85.0
169175,9999,1.0,2800.0
169176,9999,3.0,85.0
169176,9999,1.0,453.6
169177,9999,3.0,85.0
169177,9999,1.0,425.0
169178,9999,3.0,85.0
169179,9999,4.0,113.0
169179,9999,1.0,453.0
169180,9999,3.0,85.0
169181,9999,4.0,113.0
169181,9999,1.0,146.0
169182,9999,1.0,146.0
169183,9999,3.0,85.0
169183,9999,1.0,107.0
169184,9999,4.0,113.0
169184,9999,1.0,537.0
169185,9999,3.0,85.0
169185,9999,1.0,508.0
169186,9999,4.0,113.0
169186,9999,1.0,231.0
169187,9999,3.0,85.0
169187,9999,1.0,430.0
169188,9999,3.0,85.0
169188,9999,1.0,373.0
169189,9999,1.0,92.0
169190,9999,4.0,113.0
169191,9999,4.0,113.0
169192,9999,3.0,85.0
169193,9999,3.0,85.0
169194,9999,4.0,113.0
169194,9999,1.0,176.0
169195,9999,3.0,85.0
169195,9999,1.0,848.0
169196,9999,3.0,85.0
169196,9999,1.0,131.0
169197,9999,3.0,85.0
169197,9999,1.0,122.0
169198,9999,3.0,85.0
169198,9999,1.0,848.0
169199,9999,3.0,85.0
169199,9999,1.0,122.0
169200,9999,3.0,85.0
169200,9999,1.0,122.0
169201,9999,3.0,85.0
169201,9999,1.0,138.0
169202,9999,1.0,132.0
169203,9999,1.0,25.0
169203,9999,1.0,12.0
169204,9999,1.0,12.0
169205,9999,1.0,128.0
169205,9999,1.0,162.0
169206,9999,0.5,122.0
169206,9999,1.0,411.0
169207,9999,1.0,242.0
169207,9999,1.0,18.0
169207,9999,1.0,248.0
169208,9999,4.0,58.0
169208,9999,1.0,284.0
169209,9999,1.0,180.0
169209,9999,1.0,293.0
169209,9999,4.0,60.0
169210,9999,1.0,151.0
169210,9999,0.5,76.0
169211,9999,1.0,120.0
169211,9999,1.0,144.0
169212,9999,1.0,131.0
169212,9999,1.0,262.0
169213,9999,1.0,184.0
169214,9999,1.0,164.0
169214,9999,1.0,211.0
169214,9999,1.0,298.0
169215,9999,1.0,256.0
169215,9999,1.0,482.0
169216,9999,1.0,210.0
169216,9999,1.0,425.0
169216,9999,1.0,340.0
169217,9999,1.0,141.0
169218,9999,1.0,227.0
169219,9999,1.0,56.0
169220,9999,1.0,145.0
169221,9999,1.0,95.0
169222,9999,1.0,91.0
169222,9999,1.0,12.0
169223,9999,1.0,104.0
169223,9999,1.0,14.0
169224,9999,1.0,36.0
169224,9999,1.0,3.0
169225,9999,1.0,133.0
169225,9999,1.0,119.0
169225,9999,1.0,280.0
169225,9999,1.0,201.0
169225,9999,1.0,7.0
169225,9999,1.0,158.0
169225,9999,1.0,9.0
169226,9999,1.0,55.0
169227,9999,1.0,105.0
169228,9999,1.0,82.0
169228,9999,1.0,458.0
169228,9999,1.0,548.0
169229,9999,1.0,99.0
169230,9999,1.0,136.0
169230,9999,1.0,2.8
169230,9999,1.0,3.0
169230,9999,3.0,9.0
169231,9999,1.0,2.0
169231,9999,0.25,24.0
169231,9999,5.0,11.0
169232,9999,0.5,58.0
169232,9999,1.0,771.0
169233,9999,1.0,146.0
169234,9999,1.0,80.0
169235,9999,1.0,87.0
169236,9999,1.0,150.0
169237,9999,1.0,99.0
169237,9999,1.0,6.0
169238,9999,1.0,118.0
169239,9999,0.0,94.0
169239,9999,0.33,67.0
169239,9999,1.0,284.0
169240,9999,1.0,118.0
169241,9999,1.0,6.3
169241,9999,0.5,27.0
169242,9999,1.0,19.0
169243,9999,1.0,121.0
169245,9999,1.0,180.0
169246,9999,1.0,89.0
169246,9999,1.0,89.0
169246,9999,1.0,6.0
169247,9999,1.0,47.0
169247,9999,1.0,6.0
169247,9999,1.0,28.0
169247,9999,1.0,626.0
169247,9999,1.0,85.0
169248,9999,1.0,72.0
169248,9999,1.0,57.0
169248,9999,1.0,755.0
169248,9999,1.0,539.0
169248,9999,1.0,324.0
169248,9999,1.0,15.0
169248,9999,1.0,8.0
169248,9999,1.0,5.0
169248,9999,1.0,89.0
169249,9999,1.0,36.0
169249,9999,1.0,360.0
169249,9999,1.0,4.8
169249,9999,1.0,24.0
169250,9999,10.0,81.0
169250,9999,1.0,115.0
169251,9999,1.0,70.0
169251,9999,1.0,96.0
169251,9999,1.0,23.0
169251,9999,1.0,18.0
169251,9999,1.0,6.0
169251,9999,1.0,10.0
169251,9999,0.5,35.0
169252,9999,1.0,156.0
169252,9999,1.0,9.8
169252,9999,1.0,12.0
169253,9999,1.0,108.0
169254,9999,1.0,156.0
169254,9999,1.0,132.0
169254,9999,1.0,16.0
169254,9999,1.0,12.0
169254,9999,1.0,7.0
169254,9999,10.0,40.0
169254,9999,8.0,47.0
169254,9999,0.5,78.0
169255,9999,1.0,86.0
169255,9999,1.0,84.0
169256,9999,1.0,56.0
169257,9999,1.0,140.0
169258,9999,1.0,146.0
169258,9999,1.0,284.0
169259,9999,1.0,150.0
169259,9999,1.0,212.0
169260,9999,1.0,100.0
169260,9999,8.0,95.0
169261,9999,0.5,80.0
169261,9999,8.0,85.0
169262,9999,0.33,95.0
169262,9999,1.0,284.0
169262,9999,1.0,1361.0
169263,9999,0.5,92.0
169263,9999,1.0,255.0
169264,9999,10.0,76.0
169264,9999,1.0,198.0
169265,9999,10.0,65.0
169265,9999,1.0,255.0
169266,9999,10.0,50.0
169266,9999,1.0,198.0
169267,9999,10.0,65.0
169267,9999,1.0,255.0
169268,9999,10.0,50.0
169268,9999,1.0,198.0
169269,9999,1.0,250.0
169270,9999,1.0,33.0
169270,9999,1.0,2.0
169271,9999,1.0,134.0
169272,9999,1.0,39.0
169273,9999,1.0,270.0
169274,9999,1.0,43.0
169274,9999,1.0,3.0
169275,9999,1.0,115.0
169275,9999,1.0,431.0
169276,9999,1.0,116.0
169276,9999,1.0,9.0
169276,9999,1.0,4.5
169276,9999,1.0,1.0
169276,9999,1.0,2.0
169276,9999,0.5,58.0
169277,9999,1.0,133.0
169278,9999,1.0,135.0
169279,9999,1.0,142.0
169279,9999,1.0,236.0
169280,9999,2.0,10.0
169281,9999,1.0,104.0
169282,9999,1.0,256.0
169283,9999,1.0,180.0
169284,9999,0.5,35.0
169284,9999,10.0,10.0
169285,9999,1.0,234.0
169286,9999,1.0,214.0
169287,9999,1.0,156.0
169287,9999,1.0,284.0
169288,9999,0.5,95.0
169288,9999,1.0,220.0
169289,9999,1.0,130.0
169290,9999,1.0,240.0
169290,9999,1.0,180.0
169291,9999,1.0,124.0
169291,9999,1.0,113.0
169291,9999,1.0,323.0
169291,9999,1.0,196.0
169291,9999,1.0,9.9
169291,9999,1.0,118.0
169292,9999,1.0,180.0
169292,9999,0.5,120.0
169293,9999,1.0,205.0
169294,9999,1.0,245.0
169295,9999,1.0,140.0
169296,9999,1.0,205.0
169297,9999,1.0,236.0
169298,9999,1.0,101.0
169299,9999,1.0,155.0
169301,9999,1.0,56.0
169301,9999,1.0,13.0
169302,9999,1.0,98.0
169303,9999,1.0,35.0
169303,9999,1.0,16.0
169304,9999,1.0,64.0
169305,9999,1.0,255.0
169305,9999,1.0,496.0
169306,9999,1.0,176.0
169307,9999,1.0,176.0
169308,9999,1.0,104.0
169309,9999,1.0,140.0
169310,9999,1.0,125.0
169311,9999,1.0,120.0
169311,9999,0.5,84.0
169312,9999,1.0,168.0
169312,9999,1.0,240.0
169312,9999,0.33,80.0
169313,9999,0.5,90.0
169313,9999,4.0,60.0
169314,9999,0.5,122.0
169314,9999,1.0,411.0
169316,9999,1.0,170.0
169317,9999,1.0,248.0
169317,9999,1.0,454.0
169318,9999,1.0,180.0
169318,9999,1.0,311.0
169320,9999,1.0,100.0
169320,9999,10.0,55.0
169321,9999,1.0,125.0
169322,9999,1.0,125.0
169323,9999,1.0,125.0
169324,9999,1.0,121.0
169324,9999,1.0,284.0
169325,9999,1.0,135.0
169326,9999,1.0,135.0
169327,9999,1.0,135.0
169330,9999,1.0,71.0
169330,9999,1.0,11.0
169331,9999,1.0,114.0
169332,9999,1.0,155.0
169333,9999,1.0,125.0
169333,9999,1.0,166.0
169335,9999,0.5,35.0
169335,9999,1.0,908.0
169336,9999,0.5,35.0
169336,9999,1.0,908.0
169337,9999,1.0,119.0
169337,9999,1.0,14.0
169339,9999,1.0,9.7
169339,9999,0.5,78.0
169339,9999,1.0,46.0
169340,9999,0.5,123.0
169340,9999,1.0,454.0
169341,9999,1.0,155.0
169342,9999,1.0,150.0
169342,9999,2.0,75.0
169343,9999,1.0,175.0
169344,9999,1.0,160.0
169345,9999,1.0,256.0
169345,9999,1.0,482.0
169346,9999,1.0,256.0
169346,9999,1.0,482.0
169347,9999,1.0,210.0
169347,9999,1.0,340.0
169348,9999,1.0,165.0
169348,9999,1.0,284.0
169349,9999,1.0,165.0
169349,9999,1.0,63.0
169350,9999,1.0,135.0
169351,9999,1.0,105.0
169352,9999,1.0,99.0
169353,9999,1.0,146.0
169354,9999,1.0,87.0
169355,9999,1.0,118.0
169356,9999,1.0,118.0
169357,9999,1.0,165.0
169359,9999,1.0,104.0
169359,9999,1.0,14.0
169360,9999,1.0,256.0
169360,9999,1.0,482.0
169361,9999,1.0,164.0
169361,9999,1.0,298.0
169362,9999,1.0,256.0
169362,9999,1.0,482.0
169363,9999,1.0,256.0
169363,9999,1.0,482.0
169364,9999,1.0,165.0
169364,9999,1.0,284.0
169365,9999,1.0,165.0
169365,9999,1.0,125.0
169366,9999,1.0,165.0
169366,9999,1.0,63.0
169367,9999,1.0,165.0
169367,9999,1.0,63.0
169368,9999,1.0,104.0
169369,9999,1.0,94.0
169372,9999,1.0,210.0
169373,9999,1.0,0.4
169373,9999,0.25,1.6
169374,9999,1.0,153.0
169374,9999,10.0,62.0
169374,9999,1.0,262.0
169375,9999,1.0,153.0
169375,9999,10.0,62.0
169375,9999,1.0,262.0
169376,9999,1.0,70.0
169376,9999,1.0,96.0
169376,9999,1.0,23.0
169376,9999,1.0,6.0
169376,9999,1.0,18.0
169376,9999,1.0,10.0
169377,9999,1.0,121.0
169378,9999,1.0,160.0
169378,9999,1.0,153.0
169378,9999,1.0,35.0
169378,9999,1.0,25.0
169378,9999,1.0,6.0
169378,9999,1.0,7.5
169378,9999,1.0,15.0
169378,9999,1.0,20.0
169379,9999,1.0,155.0
169379,9999,1.0,135.0
169379,9999,1.0,65.0
169379,9999,1.0,7.0
169379,9999,1.0,37.0
169379,9999,1.0,30.0
169380,9999,1.0,6.0
169380,9999,1.0,35.0
169380,9999,1.0,15.0
169380,9999,1.0,35.0
169380,9999,1.0,170.0
169380,9999,1.0,160.0
169381,9999,1.0,17.0
169381,9999,1.0,9.0
169381,9999,1.0,240.0
169382,9999,1.0,5.0
169382,9999,1.0,3.0
169382,9999,1.0,64.0
169382,9999,1.0,65.0
169383,9999,1.0,186.0
169383,9999,10.0,52.0
169384,9999,1.0,110.0
169384,9999,1.0,3.0
169385,9999,1.0,87.0
169385,9999,1.0,234.0
169386,9999,1.0,15.0
169386,9999,0.5,122.0
169387,9999,1.0,2.0
169387,9999,0.5,10.0
169388,9999,1.0,149.0
169388,9999,1.0,29.0
169389,9999,1.0,64.0
169389,9999,1.0,25.0
169389,9999,1.0,511.0
169389,9999,1.0,431.0
169389,9999,1.0,325.0
169390,9999,0.2,90.0
169391,9999,0.5,62.0
169392,9999,1.0,88.0
169393,9999,1.0,4.0
169394,9999,1.0,124.0
169394,9999,1.0,33.0
169394,9999,1.0,46.0
169394,9999,1.0,75.0
169395,9999,1.0,105.0
169395,9999,1.0,6.1
169396,9999,1.0,17.0
169397,9999,1.0,245.0
169398,9999,1.0,0.8
169398,9999,1.0,2.0
169399,9999,1.0,23.0
169399,9999,1.0,22.0
169400,9999,1.0,44.0
169400,9999,1.0,17.0
169401,9999,1.0,135.0
169401,9999,1.0,305.0
169403,9999,1.0,70.0
169403,9999,1.0,1.1
169406,9999,1.0,14.0
169406,9999,1.0,28.35
169407,9999,1.0,108.0
169407,9999,1.0,28.35
169408,9999,1.0,155.0
169408,9999,1.0,28.35
169409,9999,1.0,240.0
169409,9999,1.0,15.0
169410,9999,1.0,15.0
169410,9999,1.0,28.35
169411,9999,1.0,28.35
169412,9999,1.0,150.0
169412,9999,1.0,8.0
169412,9999,1.0,2.7
169413,9999,1.0,28.35
169414,9999,1.0,10.3
169414,9999,1.0,168.0
169414,9999,1.0,7.0
169414,9999,1.0,3.4
169414,9999,1.0,2.5
169415,9999,1.0,118.0
169415,9999,1.0,28.35
169416,9999,1.0,128.0
169416,9999,1.0,28.35
169417,9999,1.0,128.0
169417,9999,1.0,28.35
169417,9999,1.0,27.0
169418,9999,1.0,128.0
169418,9999,1.0,28.35
169419,9999,1.0,157.0
169419,9999,1.0,28.35
169420,9999,1.0,28.0
169421,9999,1.0,137.0
169421,9999,1.0,28.35
169422,9999,1.0,129.0
169422,9999,1.0,129.0
169422,9999,1.0,28.35
169423,9999,1.0,144.0
169423,9999,1.0,28.35
169424,9999,1.0,28.35
169425,9999,1.0,110.0
169425,9999,1.0,28.35
169426,9999,1.0,123.0
169426,9999,1.0,28.35
169426,9999,1.0,0.7
169427,9999,1.0,28.35
169428,9999,1.0,28.35
169429,9999,4.0,113.0
169429,9999,1.0,214.0
169430,9999,1.0,28.35
169430,9999,1.0,453.6
169431,9999,1.0,28.35
169431,9999,1.0,453.6
169432,9999,3.0,85.0
169432,9999,1.0,350.0
169433,9999,1.0,28.35
169433,9999,4.0,113.0
169433,9999,1.0,202.0
169434,9999,3.0,85.0
169434,9999,1.0,262.0
169435,9999,3.0,85.0
169435,9999,1.0,387.0
169436,9999,3.0,85.0
169436,9999,1.0,236.0
169437,9999,1.0,28.35
169437,9999,1.0,453.6
169438,9999,3.0,85.0
169438,9999,1.0,236.0
169439,9999,4.0,113.0
169439,9999,1.0,453.6
169440,9999,3.0,85.0
169440,9999,1.0,293.0
169441,9999,1.0,28.35
169441,9999,1.0,453.6
169442,9999,3.0,85.0
169442,9999,1.0,170.0
169443,9999,4.0,113.0
169443,9999,1.0,539.0
169444,9999,3.0,85.0
169444,9999,1.0,647.0
169445,9999,4.0,113.0
169445,9999,1.0,679.0
169445,9999,1.0,960.0
169446,9999,4.0,113.0
169446,9999,1.0,648.0
169446,9999,1.0,949.0
169447,9999,3.0,85.0
169447,9999,1.0,313.0
169448,9999,3.0,85.0
169449,9999,1.0,28.35
169449,9999,4.0,113.0
